solver,family,theory,type,num_triggers
cvc5-0.0.6,CVC4/5,Core,crash,0
cvc5-0.0.6,CVC4/5,FP,unsoundness,0
cvc5-0.0.6,CVC4/5,FP,invalid model,0
cvc5-0.0.6,CVC4/5,FP,crash,0
cvc5-0.0.6,CVC4/5,Ints,unsoundness,0
cvc5-0.0.6,CVC4/5,Ints,invalid model,0
cvc5-0.0.6,CVC4/5,Ints,crash,0
cvc5-0.0.6,CVC4/5,RealInts,unsoundness,74
cvc5-0.0.6,CVC4/5,RealInts,invalid model,0
cvc5-0.0.6,CVC4/5,RealInts,crash,0
cvc5-0.0.6,CVC4/5,Reals,unsoundness,256
cvc5-0.0.6,CVC4/5,Reals,invalid model,0
cvc5-0.0.6,CVC4/5,Reals,crash,0
cvc5-0.0.6,CVC4/5,Strings,unsoundness,0
cvc5-0.0.6,CVC4/5,Strings,invalid model,0
cvc5-0.0.6,CVC4/5,Strings,crash,0
cvc5-0.0.7,CVC4/5,Arrays,unsoundness,0
cvc5-0.0.7,CVC4/5,Arrays,invalid model,336
cvc5-0.0.7,CVC4/5,Arrays,crash,0
cvc5-0.0.7,CVC4/5,Bitvectors,unsoundness,0
cvc5-0.0.7,CVC4/5,Bitvectors,invalid model,0
cvc5-0.0.7,CVC4/5,Bitvectors,crash,0
cvc5-0.0.7,CVC4/5,Core,unsoundness,0
cvc5-0.0.7,CVC4/5,Core,invalid model,0
cvc5-0.0.7,CVC4/5,Core,crash,0
cvc5-0.0.7,CVC4/5,FP,unsoundness,0
cvc5-0.0.7,CVC4/5,FP,invalid model,0
cvc5-0.0.7,CVC4/5,FP,crash,0
cvc5-0.0.7,CVC4/5,Ints,unsoundness,0
cvc5-0.0.7,CVC4/5,Ints,invalid model,0
cvc5-0.0.7,CVC4/5,Ints,crash,0
cvc5-0.0.7,CVC4/5,RealInts,unsoundness,74
cvc5-0.0.7,CVC4/5,RealInts,invalid model,0
cvc5-0.0.7,CVC4/5,RealInts,crash,0
cvc5-0.0.7,CVC4/5,Reals,unsoundness,256
cvc5-0.0.7,CVC4/5,Reals,invalid model,0
cvc5-0.0.7,CVC4/5,Reals,crash,0
cvc5-0.0.7,CVC4/5,Strings,unsoundness,0
cvc5-0.0.7,CVC4/5,Strings,invalid model,0
cvc5-0.0.7,CVC4/5,Strings,crash,0
cvc5-0.0.8,CVC4/5,Arrays,unsoundness,0
cvc5-0.0.8,CVC4/5,Arrays,invalid model,336
cvc5-0.0.8,CVC4/5,Arrays,crash,0
cvc5-0.0.8,CVC4/5,Bitvectors,unsoundness,0
cvc5-0.0.8,CVC4/5,Bitvectors,invalid model,0
cvc5-0.0.8,CVC4/5,Bitvectors,crash,0
cvc5-0.0.8,CVC4/5,Core,unsoundness,0
cvc5-0.0.8,CVC4/5,Core,invalid model,0
cvc5-0.0.8,CVC4/5,Core,crash,0
cvc5-0.0.8,CVC4/5,FP,unsoundness,0
cvc5-0.0.8,CVC4/5,FP,invalid model,0
cvc5-0.0.8,CVC4/5,FP,crash,0
cvc5-0.0.8,CVC4/5,Ints,unsoundness,0
cvc5-0.0.8,CVC4/5,Ints,invalid model,0
cvc5-0.0.8,CVC4/5,Ints,crash,0
cvc5-0.0.8,CVC4/5,RealInts,unsoundness,0
cvc5-0.0.8,CVC4/5,RealInts,invalid model,0
cvc5-0.0.8,CVC4/5,RealInts,crash,0
cvc5-0.0.8,CVC4/5,Reals,unsoundness,0
cvc5-0.0.8,CVC4/5,Reals,invalid model,0
cvc5-0.0.8,CVC4/5,Reals,crash,0
cvc5-0.0.8,CVC4/5,Strings,unsoundness,0
cvc5-0.0.8,CVC4/5,Strings,invalid model,0
cvc5-0.0.8,CVC4/5,Strings,crash,0
cvc5-0.0.10,CVC4/5,Arrays,unsoundness,0
cvc5-0.0.10,CVC4/5,Arrays,invalid model,336
cvc5-0.0.10,CVC4/5,Arrays,crash,0
cvc5-0.0.10,CVC4/5,Bitvectors,unsoundness,0
cvc5-0.0.10,CVC4/5,Bitvectors,invalid model,0
cvc5-0.0.10,CVC4/5,Bitvectors,crash,0
cvc5-0.0.10,CVC4/5,Core,unsoundness,0
cvc5-0.0.10,CVC4/5,Core,invalid model,0
cvc5-0.0.10,CVC4/5,Core,crash,0
cvc5-0.0.10,CVC4/5,FP,unsoundness,0
cvc5-0.0.10,CVC4/5,FP,invalid model,0
cvc5-0.0.10,CVC4/5,FP,crash,0
cvc5-0.0.10,CVC4/5,Ints,unsoundness,0
cvc5-0.0.10,CVC4/5,Ints,invalid model,0
cvc5-0.0.10,CVC4/5,Ints,crash,0
cvc5-0.0.10,CVC4/5,RealInts,unsoundness,0
cvc5-0.0.10,CVC4/5,RealInts,invalid model,0
cvc5-0.0.10,CVC4/5,RealInts,crash,0
cvc5-0.0.10,CVC4/5,Reals,unsoundness,0
cvc5-0.0.10,CVC4/5,Reals,invalid model,0
cvc5-0.0.10,CVC4/5,Reals,crash,0
cvc5-0.0.10,CVC4/5,Strings,unsoundness,0
cvc5-0.0.10,CVC4/5,Strings,invalid model,0
cvc5-0.0.10,CVC4/5,Strings,crash,0
cvc5-0.0.11,CVC4/5,Arrays,unsoundness,0
cvc5-0.0.11,CVC4/5,Arrays,invalid model,336
cvc5-0.0.11,CVC4/5,Arrays,crash,0
cvc5-0.0.11,CVC4/5,Bitvectors,unsoundness,0
cvc5-0.0.11,CVC4/5,Bitvectors,invalid model,0
cvc5-0.0.11,CVC4/5,Bitvectors,crash,0
cvc5-0.0.11,CVC4/5,Core,unsoundness,0
cvc5-0.0.11,CVC4/5,Core,invalid model,0
cvc5-0.0.11,CVC4/5,Core,crash,0
cvc5-0.0.11,CVC4/5,FP,unsoundness,0
cvc5-0.0.11,CVC4/5,FP,invalid model,0
cvc5-0.0.11,CVC4/5,FP,crash,0
cvc5-0.0.11,CVC4/5,Ints,unsoundness,0
cvc5-0.0.11,CVC4/5,Ints,invalid model,0
cvc5-0.0.11,CVC4/5,Ints,crash,0
cvc5-0.0.11,CVC4/5,RealInts,unsoundness,0
cvc5-0.0.11,CVC4/5,RealInts,invalid model,0
cvc5-0.0.11,CVC4/5,RealInts,crash,0
cvc5-0.0.11,CVC4/5,Reals,unsoundness,0
cvc5-0.0.11,CVC4/5,Reals,invalid model,0
cvc5-0.0.11,CVC4/5,Reals,crash,0
cvc5-0.0.11,CVC4/5,Strings,unsoundness,0
cvc5-0.0.11,CVC4/5,Strings,invalid model,0
cvc5-0.0.11,CVC4/5,Strings,crash,0
cvc5-0.0.12,CVC4/5,Arrays,unsoundness,0
cvc5-0.0.12,CVC4/5,Arrays,invalid model,336
cvc5-0.0.12,CVC4/5,Arrays,crash,0
cvc5-0.0.12,CVC4/5,Bitvectors,unsoundness,0
cvc5-0.0.12,CVC4/5,Bitvectors,invalid model,0
cvc5-0.0.12,CVC4/5,Bitvectors,crash,0
cvc5-0.0.12,CVC4/5,Core,unsoundness,0
cvc5-0.0.12,CVC4/5,Core,invalid model,0
cvc5-0.0.12,CVC4/5,Core,crash,0
cvc5-0.0.12,CVC4/5,FP,unsoundness,0
cvc5-0.0.12,CVC4/5,FP,invalid model,0
cvc5-0.0.12,CVC4/5,FP,crash,0
cvc5-0.0.12,CVC4/5,Ints,unsoundness,0
cvc5-0.0.12,CVC4/5,Ints,invalid model,0
cvc5-0.0.12,CVC4/5,Ints,crash,0
cvc5-0.0.12,CVC4/5,RealInts,unsoundness,0
cvc5-0.0.12,CVC4/5,RealInts,invalid model,0
cvc5-0.0.12,CVC4/5,RealInts,crash,0
cvc5-0.0.12,CVC4/5,Reals,unsoundness,0
cvc5-0.0.12,CVC4/5,Reals,invalid model,0
cvc5-0.0.12,CVC4/5,Reals,crash,0
cvc5-0.0.12,CVC4/5,Strings,unsoundness,0
cvc5-0.0.12,CVC4/5,Strings,invalid model,0
cvc5-0.0.12,CVC4/5,Strings,crash,0
cvc5-1.0.0,CVC4/5,Arrays,unsoundness,0
cvc5-1.0.0,CVC4/5,Arrays,invalid model,336
cvc5-1.0.0,CVC4/5,Arrays,crash,0
cvc5-1.0.0,CVC4/5,Bitvectors,unsoundness,0
cvc5-1.0.0,CVC4/5,Bitvectors,invalid model,0
cvc5-1.0.0,CVC4/5,Bitvectors,crash,0
cvc5-1.0.0,CVC4/5,Core,unsoundness,0
cvc5-1.0.0,CVC4/5,Core,invalid model,0
cvc5-1.0.0,CVC4/5,Core,crash,0
cvc5-1.0.0,CVC4/5,FP,unsoundness,0
cvc5-1.0.0,CVC4/5,FP,invalid model,0
cvc5-1.0.0,CVC4/5,FP,crash,0
cvc5-1.0.0,CVC4/5,Ints,unsoundness,0
cvc5-1.0.0,CVC4/5,Ints,invalid model,0
cvc5-1.0.0,CVC4/5,Ints,crash,0
cvc5-1.0.0,CVC4/5,RealInts,unsoundness,0
cvc5-1.0.0,CVC4/5,RealInts,invalid model,0
cvc5-1.0.0,CVC4/5,RealInts,crash,0
cvc5-1.0.0,CVC4/5,Reals,unsoundness,0
cvc5-1.0.0,CVC4/5,Reals,invalid model,0
cvc5-1.0.0,CVC4/5,Reals,crash,0
cvc5-1.0.0,CVC4/5,Strings,unsoundness,0
cvc5-1.0.0,CVC4/5,Strings,invalid model,0
cvc5-1.0.0,CVC4/5,Strings,crash,0
cvc5-1.0.1,CVC4/5,Arrays,unsoundness,0
cvc5-1.0.1,CVC4/5,Arrays,invalid model,336
cvc5-1.0.1,CVC4/5,Arrays,crash,0
cvc5-1.0.1,CVC4/5,Bitvectors,unsoundness,0
cvc5-1.0.1,CVC4/5,Bitvectors,invalid model,0
cvc5-1.0.1,CVC4/5,Bitvectors,crash,0
cvc5-1.0.1,CVC4/5,Core,unsoundness,0
cvc5-1.0.1,CVC4/5,Core,invalid model,0
cvc5-1.0.1,CVC4/5,Core,crash,0
cvc5-1.0.1,CVC4/5,FP,unsoundness,0
cvc5-1.0.1,CVC4/5,FP,invalid model,0
cvc5-1.0.1,CVC4/5,FP,crash,0
cvc5-1.0.1,CVC4/5,Ints,unsoundness,0
cvc5-1.0.1,CVC4/5,Ints,invalid model,0
cvc5-1.0.1,CVC4/5,Ints,crash,0
cvc5-1.0.1,CVC4/5,RealInts,unsoundness,0
cvc5-1.0.1,CVC4/5,RealInts,invalid model,0
cvc5-1.0.1,CVC4/5,RealInts,crash,0
cvc5-1.0.1,CVC4/5,Reals,unsoundness,0
cvc5-1.0.1,CVC4/5,Reals,invalid model,0
cvc5-1.0.1,CVC4/5,Reals,crash,0
cvc5-1.0.1,CVC4/5,Strings,unsoundness,0
cvc5-1.0.1,CVC4/5,Strings,invalid model,0
cvc5-1.0.1,CVC4/5,Strings,crash,0
cvc5-1.0.2,CVC4/5,Arrays,unsoundness,0
cvc5-1.0.2,CVC4/5,Arrays,invalid model,336
cvc5-1.0.2,CVC4/5,Arrays,crash,0
cvc5-1.0.2,CVC4/5,Bitvectors,unsoundness,0
cvc5-1.0.2,CVC4/5,Bitvectors,invalid model,0
cvc5-1.0.2,CVC4/5,Bitvectors,crash,0
cvc5-1.0.2,CVC4/5,Core,unsoundness,0
cvc5-1.0.2,CVC4/5,Core,invalid model,0
cvc5-1.0.2,CVC4/5,Core,crash,0
cvc5-1.0.2,CVC4/5,FP,unsoundness,0
cvc5-1.0.2,CVC4/5,FP,invalid model,0
cvc5-1.0.2,CVC4/5,FP,crash,0
cvc5-1.0.2,CVC4/5,Ints,unsoundness,0
cvc5-1.0.2,CVC4/5,Ints,invalid model,0
cvc5-1.0.2,CVC4/5,Ints,crash,0
cvc5-1.0.2,CVC4/5,RealInts,unsoundness,0
cvc5-1.0.2,CVC4/5,RealInts,invalid model,0
cvc5-1.0.2,CVC4/5,RealInts,crash,0
cvc5-1.0.2,CVC4/5,Reals,unsoundness,0
cvc5-1.0.2,CVC4/5,Reals,invalid model,0
cvc5-1.0.2,CVC4/5,Reals,crash,0
cvc5-1.0.2,CVC4/5,Strings,unsoundness,0
cvc5-1.0.2,CVC4/5,Strings,invalid model,0
cvc5-1.0.2,CVC4/5,Strings,crash,0
cvc5-1.0.3,CVC4/5,Arrays,unsoundness,0
cvc5-1.0.3,CVC4/5,Arrays,invalid model,8
cvc5-1.0.3,CVC4/5,Arrays,crash,0
cvc5-1.0.3,CVC4/5,Bitvectors,unsoundness,0
cvc5-1.0.3,CVC4/5,Bitvectors,invalid model,0
cvc5-1.0.3,CVC4/5,Bitvectors,crash,0
cvc5-1.0.3,CVC4/5,Core,unsoundness,0
cvc5-1.0.3,CVC4/5,Core,invalid model,0
cvc5-1.0.3,CVC4/5,Core,crash,0
cvc5-1.0.3,CVC4/5,FP,unsoundness,0
cvc5-1.0.3,CVC4/5,FP,invalid model,0
cvc5-1.0.3,CVC4/5,FP,crash,0
cvc5-1.0.3,CVC4/5,Ints,unsoundness,0
cvc5-1.0.3,CVC4/5,Ints,invalid model,0
cvc5-1.0.3,CVC4/5,Ints,crash,0
cvc5-1.0.3,CVC4/5,RealInts,unsoundness,0
cvc5-1.0.3,CVC4/5,RealInts,invalid model,0
cvc5-1.0.3,CVC4/5,RealInts,crash,0
cvc5-1.0.3,CVC4/5,Reals,unsoundness,0
cvc5-1.0.3,CVC4/5,Reals,invalid model,0
cvc5-1.0.3,CVC4/5,Reals,crash,0
cvc5-1.0.3,CVC4/5,Strings,unsoundness,0
cvc5-1.0.3,CVC4/5,Strings,invalid model,0
cvc5-1.0.3,CVC4/5,Strings,crash,0
cvc5-1.0.4,CVC4/5,Arrays,unsoundness,0
cvc5-1.0.4,CVC4/5,Arrays,invalid model,8
cvc5-1.0.4,CVC4/5,Arrays,crash,0
cvc5-1.0.4,CVC4/5,Bitvectors,unsoundness,0
cvc5-1.0.4,CVC4/5,Bitvectors,invalid model,16
cvc5-1.0.4,CVC4/5,Bitvectors,crash,0
cvc5-1.0.4,CVC4/5,Core,unsoundness,0
cvc5-1.0.4,CVC4/5,Core,invalid model,0
cvc5-1.0.4,CVC4/5,Core,crash,0
cvc5-1.0.4,CVC4/5,FP,unsoundness,0
cvc5-1.0.4,CVC4/5,FP,invalid model,0
cvc5-1.0.4,CVC4/5,FP,crash,0
cvc5-1.0.4,CVC4/5,Ints,unsoundness,0
cvc5-1.0.4,CVC4/5,Ints,invalid model,0
cvc5-1.0.4,CVC4/5,Ints,crash,0
cvc5-1.0.4,CVC4/5,RealInts,unsoundness,0
cvc5-1.0.4,CVC4/5,RealInts,invalid model,0
cvc5-1.0.4,CVC4/5,RealInts,crash,0
cvc5-1.0.4,CVC4/5,Reals,unsoundness,0
cvc5-1.0.4,CVC4/5,Reals,invalid model,0
cvc5-1.0.4,CVC4/5,Reals,crash,0
cvc5-1.0.4,CVC4/5,Strings,unsoundness,0
cvc5-1.0.4,CVC4/5,Strings,invalid model,0
cvc5-1.0.4,CVC4/5,Strings,crash,0
cvc5-1.0.5,CVC4/5,Arrays,unsoundness,0
cvc5-1.0.5,CVC4/5,Arrays,invalid model,8
cvc5-1.0.5,CVC4/5,Arrays,crash,0
cvc5-1.0.5,CVC4/5,Bitvectors,unsoundness,0
cvc5-1.0.5,CVC4/5,Bitvectors,invalid model,16
cvc5-1.0.5,CVC4/5,Bitvectors,crash,0
cvc5-1.0.5,CVC4/5,Core,unsoundness,0
cvc5-1.0.5,CVC4/5,Core,invalid model,0
cvc5-1.0.5,CVC4/5,Core,crash,0
cvc5-1.0.5,CVC4/5,FP,unsoundness,0
cvc5-1.0.5,CVC4/5,FP,invalid model,0
cvc5-1.0.5,CVC4/5,FP,crash,0
cvc5-1.0.5,CVC4/5,Ints,unsoundness,0
cvc5-1.0.5,CVC4/5,Ints,invalid model,0
cvc5-1.0.5,CVC4/5,Ints,crash,0
cvc5-1.0.5,CVC4/5,RealInts,unsoundness,0
cvc5-1.0.5,CVC4/5,RealInts,invalid model,0
cvc5-1.0.5,CVC4/5,RealInts,crash,0
cvc5-1.0.5,CVC4/5,Reals,unsoundness,0
cvc5-1.0.5,CVC4/5,Reals,invalid model,0
cvc5-1.0.5,CVC4/5,Reals,crash,0
cvc5-1.0.5,CVC4/5,Strings,unsoundness,0
cvc5-1.0.5,CVC4/5,Strings,invalid model,0
cvc5-1.0.5,CVC4/5,Strings,crash,0
cvc5-1.0.6,CVC4/5,Arrays,unsoundness,0
cvc5-1.0.6,CVC4/5,Arrays,invalid model,13596
cvc5-1.0.6,CVC4/5,Arrays,crash,0
cvc5-1.0.6,CVC4/5,Bitvectors,unsoundness,0
cvc5-1.0.6,CVC4/5,Bitvectors,invalid model,0
cvc5-1.0.6,CVC4/5,Bitvectors,crash,0
cvc5-1.0.6,CVC4/5,Core,unsoundness,0
cvc5-1.0.6,CVC4/5,Core,invalid model,0
cvc5-1.0.6,CVC4/5,Core,crash,0
cvc5-1.0.6,CVC4/5,FP,unsoundness,0
cvc5-1.0.6,CVC4/5,FP,invalid model,2
cvc5-1.0.6,CVC4/5,FP,crash,0
cvc5-1.0.6,CVC4/5,Ints,unsoundness,0
cvc5-1.0.6,CVC4/5,Ints,invalid model,0
cvc5-1.0.6,CVC4/5,Ints,crash,0
cvc5-1.0.6,CVC4/5,RealInts,unsoundness,0
cvc5-1.0.6,CVC4/5,RealInts,invalid model,0
cvc5-1.0.6,CVC4/5,RealInts,crash,0
cvc5-1.0.6,CVC4/5,Reals,unsoundness,0
cvc5-1.0.6,CVC4/5,Reals,invalid model,0
cvc5-1.0.6,CVC4/5,Reals,crash,0
cvc5-1.0.6,CVC4/5,Strings,unsoundness,0
cvc5-1.0.6,CVC4/5,Strings,invalid model,0
cvc5-1.0.6,CVC4/5,Strings,crash,0
cvc5-1.0.7,CVC4/5,Arrays,unsoundness,0
cvc5-1.0.7,CVC4/5,Arrays,invalid model,13596
cvc5-1.0.7,CVC4/5,Arrays,crash,0
cvc5-1.0.7,CVC4/5,Bitvectors,unsoundness,0
cvc5-1.0.7,CVC4/5,Bitvectors,invalid model,0
cvc5-1.0.7,CVC4/5,Bitvectors,crash,0
cvc5-1.0.7,CVC4/5,Core,unsoundness,0
cvc5-1.0.7,CVC4/5,Core,invalid model,0
cvc5-1.0.7,CVC4/5,Core,crash,0
cvc5-1.0.7,CVC4/5,FP,unsoundness,0
cvc5-1.0.7,CVC4/5,FP,invalid model,2
cvc5-1.0.7,CVC4/5,FP,crash,0
cvc5-1.0.7,CVC4/5,Ints,unsoundness,0
cvc5-1.0.7,CVC4/5,Ints,invalid model,0
cvc5-1.0.7,CVC4/5,Ints,crash,0
cvc5-1.0.7,CVC4/5,RealInts,unsoundness,0
cvc5-1.0.7,CVC4/5,RealInts,invalid model,0
cvc5-1.0.7,CVC4/5,RealInts,crash,0
cvc5-1.0.7,CVC4/5,Reals,unsoundness,0
cvc5-1.0.7,CVC4/5,Reals,invalid model,0
cvc5-1.0.7,CVC4/5,Reals,crash,0
cvc5-1.0.7,CVC4/5,Strings,unsoundness,0
cvc5-1.0.7,CVC4/5,Strings,invalid model,0
cvc5-1.0.7,CVC4/5,Strings,crash,0
cvc5-1.0.8,CVC4/5,Arrays,unsoundness,0
cvc5-1.0.8,CVC4/5,Arrays,invalid model,13596
cvc5-1.0.8,CVC4/5,Arrays,crash,0
cvc5-1.0.8,CVC4/5,Bitvectors,unsoundness,0
cvc5-1.0.8,CVC4/5,Bitvectors,invalid model,0
cvc5-1.0.8,CVC4/5,Bitvectors,crash,0
cvc5-1.0.8,CVC4/5,Core,unsoundness,0
cvc5-1.0.8,CVC4/5,Core,invalid model,0
cvc5-1.0.8,CVC4/5,Core,crash,0
cvc5-1.0.8,CVC4/5,FP,unsoundness,0
cvc5-1.0.8,CVC4/5,FP,invalid model,2
cvc5-1.0.8,CVC4/5,FP,crash,0
cvc5-1.0.8,CVC4/5,Ints,unsoundness,0
cvc5-1.0.8,CVC4/5,Ints,invalid model,0
cvc5-1.0.8,CVC4/5,Ints,crash,0
cvc5-1.0.8,CVC4/5,RealInts,unsoundness,0
cvc5-1.0.8,CVC4/5,RealInts,invalid model,0
cvc5-1.0.8,CVC4/5,RealInts,crash,0
cvc5-1.0.8,CVC4/5,Reals,unsoundness,0
cvc5-1.0.8,CVC4/5,Reals,invalid model,0
cvc5-1.0.8,CVC4/5,Reals,crash,0
cvc5-1.0.8,CVC4/5,Strings,unsoundness,0
cvc5-1.0.8,CVC4/5,Strings,invalid model,0
cvc5-1.0.8,CVC4/5,Strings,crash,0
cvc5-1.0.9,CVC4/5,Arrays,unsoundness,0
cvc5-1.0.9,CVC4/5,Arrays,invalid model,13596
cvc5-1.0.9,CVC4/5,Arrays,crash,0
cvc5-1.0.9,CVC4/5,Bitvectors,unsoundness,0
cvc5-1.0.9,CVC4/5,Bitvectors,invalid model,0
cvc5-1.0.9,CVC4/5,Bitvectors,crash,0
cvc5-1.0.9,CVC4/5,Core,unsoundness,0
cvc5-1.0.9,CVC4/5,Core,invalid model,0
cvc5-1.0.9,CVC4/5,Core,crash,0
cvc5-1.0.9,CVC4/5,FP,unsoundness,0
cvc5-1.0.9,CVC4/5,FP,invalid model,2
cvc5-1.0.9,CVC4/5,FP,crash,0
cvc5-1.0.9,CVC4/5,Ints,unsoundness,0
cvc5-1.0.9,CVC4/5,Ints,invalid model,0
cvc5-1.0.9,CVC4/5,Ints,crash,0
cvc5-1.0.9,CVC4/5,RealInts,unsoundness,0
cvc5-1.0.9,CVC4/5,RealInts,invalid model,0
cvc5-1.0.9,CVC4/5,RealInts,crash,0
cvc5-1.0.9,CVC4/5,Reals,unsoundness,0
cvc5-1.0.9,CVC4/5,Reals,invalid model,0
cvc5-1.0.9,CVC4/5,Reals,crash,0
cvc5-1.0.9,CVC4/5,Strings,unsoundness,0
cvc5-1.0.9,CVC4/5,Strings,invalid model,0
cvc5-1.0.9,CVC4/5,Strings,crash,0
cvc5-1.1.0,CVC4/5,Arrays,unsoundness,0
cvc5-1.1.0,CVC4/5,Arrays,invalid model,13596
cvc5-1.1.0,CVC4/5,Arrays,crash,0
cvc5-1.1.0,CVC4/5,Bitvectors,unsoundness,0
cvc5-1.1.0,CVC4/5,Bitvectors,invalid model,0
cvc5-1.1.0,CVC4/5,Bitvectors,crash,0
cvc5-1.1.0,CVC4/5,Core,unsoundness,0
cvc5-1.1.0,CVC4/5,Core,invalid model,0
cvc5-1.1.0,CVC4/5,Core,crash,0
cvc5-1.1.0,CVC4/5,FP,unsoundness,0
cvc5-1.1.0,CVC4/5,FP,invalid model,2
cvc5-1.1.0,CVC4/5,FP,crash,0
cvc5-1.1.0,CVC4/5,Ints,unsoundness,0
cvc5-1.1.0,CVC4/5,Ints,invalid model,0
cvc5-1.1.0,CVC4/5,Ints,crash,0
cvc5-1.1.0,CVC4/5,RealInts,unsoundness,0
cvc5-1.1.0,CVC4/5,RealInts,invalid model,0
cvc5-1.1.0,CVC4/5,RealInts,crash,0
cvc5-1.1.0,CVC4/5,Reals,unsoundness,0
cvc5-1.1.0,CVC4/5,Reals,invalid model,0
cvc5-1.1.0,CVC4/5,Reals,crash,0
cvc5-1.1.0,CVC4/5,Strings,unsoundness,0
cvc5-1.1.0,CVC4/5,Strings,invalid model,0
cvc5-1.1.0,CVC4/5,Strings,crash,0
cvc5-1.1.1,CVC4/5,Arrays,unsoundness,0
cvc5-1.1.1,CVC4/5,Arrays,invalid model,13596
cvc5-1.1.1,CVC4/5,Arrays,crash,0
cvc5-1.1.1,CVC4/5,Bitvectors,unsoundness,0
cvc5-1.1.1,CVC4/5,Bitvectors,invalid model,0
cvc5-1.1.1,CVC4/5,Bitvectors,crash,0
cvc5-1.1.1,CVC4/5,Core,unsoundness,0
cvc5-1.1.1,CVC4/5,Core,invalid model,0
cvc5-1.1.1,CVC4/5,Core,crash,0
cvc5-1.1.1,CVC4/5,FP,unsoundness,0
cvc5-1.1.1,CVC4/5,FP,invalid model,2
cvc5-1.1.1,CVC4/5,FP,crash,0
cvc5-1.1.1,CVC4/5,Ints,unsoundness,0
cvc5-1.1.1,CVC4/5,Ints,invalid model,0
cvc5-1.1.1,CVC4/5,Ints,crash,0
cvc5-1.1.1,CVC4/5,RealInts,unsoundness,0
cvc5-1.1.1,CVC4/5,RealInts,invalid model,0
cvc5-1.1.1,CVC4/5,RealInts,crash,0
cvc5-1.1.1,CVC4/5,Reals,unsoundness,0
cvc5-1.1.1,CVC4/5,Reals,invalid model,0
cvc5-1.1.1,CVC4/5,Reals,crash,0
cvc5-1.1.1,CVC4/5,Strings,unsoundness,0
cvc5-1.1.1,CVC4/5,Strings,invalid model,0
cvc5-1.1.1,CVC4/5,Strings,crash,0
cvc5-1.1.2,CVC4/5,Arrays,unsoundness,0
cvc5-1.1.2,CVC4/5,Arrays,invalid model,13596
cvc5-1.1.2,CVC4/5,Arrays,crash,0
cvc5-1.1.2,CVC4/5,Bitvectors,unsoundness,0
cvc5-1.1.2,CVC4/5,Bitvectors,invalid model,0
cvc5-1.1.2,CVC4/5,Bitvectors,crash,0
cvc5-1.1.2,CVC4/5,Core,unsoundness,0
cvc5-1.1.2,CVC4/5,Core,invalid model,0
cvc5-1.1.2,CVC4/5,Core,crash,0
cvc5-1.1.2,CVC4/5,FP,unsoundness,0
cvc5-1.1.2,CVC4/5,FP,invalid model,2
cvc5-1.1.2,CVC4/5,FP,crash,0
cvc5-1.1.2,CVC4/5,Ints,unsoundness,0
cvc5-1.1.2,CVC4/5,Ints,invalid model,0
cvc5-1.1.2,CVC4/5,Ints,crash,0
cvc5-1.1.2,CVC4/5,RealInts,unsoundness,0
cvc5-1.1.2,CVC4/5,RealInts,invalid model,0
cvc5-1.1.2,CVC4/5,RealInts,crash,0
cvc5-1.1.2,CVC4/5,Reals,unsoundness,0
cvc5-1.1.2,CVC4/5,Reals,invalid model,0
cvc5-1.1.2,CVC4/5,Reals,crash,0
cvc5-1.1.2,CVC4/5,Strings,unsoundness,0
cvc5-1.1.2,CVC4/5,Strings,invalid model,0
cvc5-1.1.2,CVC4/5,Strings,crash,0
cvc4-1.5,CVC4/5,FloatingPoints,crash,0
